19.850040,0.000000,0.166727,0.011728,4.186964,15.577329,0.273132,0.017245,1.580403,-1.057353,0.000000,0.000000,0.000000,0.000000,0.219363,0.024706,0.005497,-1.500508,1.069570,0.086602,2.848966,9.500601,0.319377,0.365017,-2.782307,-2.740259,0.039519,0.252881,0.171875,0.273438,1.000000,0.107422,0.284180,0.163636,0.555238,0.036203,96.000000,0.430493,23.000000,0.418182,DTMF0
19.817884,0.000000,0.166726,0.011780,4.186840,15.581486,0.272595,0.017269,1.580403,-1.065948,0.000000,0.000000,0.000000,0.000000,0.218679,0.024660,0.014484,-1.497723,1.076807,0.096968,2.808980,8.557363,0.317991,0.363433,-2.473949,-2.431527,0.043419,0.240449,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035644,96.000000,0.434389,24.000000,0.436364,DTMF0
19.896963,0.000000,0.165750,0.011768,4.125975,15.701187,0.272014,0.017331,1.580403,-1.071040,0.000000,0.000000,0.000000,0.000000,0.221190,0.024681,0.006109,-1.499701,1.072123,0.091923,2.783417,8.395074,0.321864,0.367855,-3.284305,-3.308388,0.036242,0.326471,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035705,93.000000,0.413333,22.000000,0.423077,DTMF0
19.806517,0.000000,0.167215,0.011957,4.138863,15.175867,0.270929,0.017314,1.580403,-1.083214,0.000000,0.000000,0.000000,0.000000,0.220606,0.024712,0.008414,-1.500519,1.070009,0.088780,2.854624,9.217632,0.320346,0.366121,-2.996603,-3.036858,0.035214,0.187198,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035635,90.000000,0.412844,21.000000,0.396226,DTMF0
19.727432,0.000000,0.166726,0.011709,4.186995,15.579182,0.272827,0.017265,1.580403,-1.058804,0.000000,0.000000,0.000000,0.000000,0.220339,0.024719,0.005411,-1.500367,1.064428,0.077793,2.663539,7.779957,0.320619,0.366435,-2.967693,-3.050271,0.030015,0.142059,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035643,95.000000,0.422222,21.000000,0.388889,DTMF0
19.803509,0.000000,0.167215,0.012322,4.136876,15.536277,0.271714,0.017355,1.580403,-1.074197,0.000489,0.026100,0.123884,7.902931,0.221341,0.024669,0.009016,-1.498680,1.064525,0.080189,2.730471,8.235776,0.320963,0.366830,-3.058815,-3.053018,0.034306,0.172197,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035640,95.000000,0.435780,23.000000,0.425926,DTMF0
19.748068,0.000000,0.167215,0.011949,4.138877,15.175530,0.270979,0.017319,1.580403,-1.083542,0.000000,0.000000,0.000000,0.000000,0.220280,0.024719,0.005619,-1.500459,1.072360,0.092308,2.846936,9.041760,0.320057,0.365796,-2.915410,-2.818522,0.037379,0.209709,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035648,93.000000,0.418919,22.000000,0.400000,DTMF0
19.854832,0.000000,0.166726,0.012067,4.185116,15.776805,0.272970,0.017258,1.580403,-1.056775,0.000000,0.000000,0.000000,0.000000,0.218876,0.024677,0.011267,-1.499371,1.070754,0.087860,2.808284,8.860989,0.320325,0.366101,-2.978278,-2.882795,0.038251,0.305105,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035658,93.000000,0.415179,22.000000,0.400000,DTMF0
19.805277,0.000000,0.167215,0.011944,4.138885,15.175693,0.270918,0.017322,1.580403,-1.081291,0.000000,0.000000,0.000000,0.000000,0.220903,0.024699,0.011267,-1.500399,1.064274,0.078530,2.684449,7.904502,0.320249,0.366034,-2.873927,-2.318569,0.038116,0.442479,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035655,90.000000,0.410959,21.000000,0.388889,DTMF0
19.720686,0.000000,0.166726,0.011915,4.186244,15.642301,0.273125,0.017248,1.580403,-1.056378,0.000000,0.000000,0.000000,0.000000,0.219343,0.024705,0.005454,-1.500681,1.075366,0.096071,2.900991,9.548642,0.320135,0.365905,-2.847327,-2.178218,0.044345,0.495554,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035641,93.000000,0.415179,22.000000,0.385965,DTMF0
19.790625,0.000000,0.167215,0.011939,4.138898,15.175423,0.270927,0.017315,1.580403,-1.083015,0.000000,0.000000,0.000000,0.000000,0.220608,0.024711,0.008509,-1.500483,1.067426,0.083308,2.738841,8.300864,0.319381,0.365031,-2.754941,-2.287390,0.044883,0.238889,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035670,94.000000,0.429224,22.000000,0.407407,DTMF0
19.766655,0.000000,0.166726,0.011727,4.186973,15.577106,0.273099,0.017248,1.580403,-1.056999,0.000000,0.000000,0.000000,0.000000,0.219652,0.024715,0.002698,-1.500666,1.064869,0.076284,2.552058,6.808798,0.321276,0.367186,-3.089227,-3.242121,0.039808,0.444617,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035643,92.000000,0.407080,22.000000,0.385965,DTMF0
19.800116,0.000000,0.167215,0.012261,4.137321,15.310350,0.271968,0.017337,1.580403,-1.071265,0.000000,0.000000,0.000000,0.000000,0.218846,0.024675,0.011708,-1.499209,1.068541,0.083056,2.681720,7.702803,0.319820,0.365535,-2.888736,-2.501241,0.033777,0.248596,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035706,93.000000,0.409692,21.000000,0.381818,DTMF0
19.720789,0.000000,0.167215,0.011929,4.138904,15.176467,0.271072,0.017334,1.580403,-1.082813,0.000000,0.000000,0.000000,0.000000,0.219956,0.024720,0.000981,-1.500414,1.068898,0.085622,2.814099,9.105010,0.319637,0.365318,-2.872647,-2.602899,0.041190,0.267237,0.171875,0.273438,1.000000,0.107422,0.284180,0.145455,0.537056,0.035632,93.000000,0.426605,22.000000,0.407407,DTMF0
19.802662,0.000000,0.167215,0.011967,4.138834,15.176379,0.271687,0.017347,1.580403,-1.077186,0.000000,0.000000,0.000000,0.000000,0.219047,0.024688,0.008970,-1.500046,1.077823,0.098425,2.774768,8.163749,0.321086,0.366994,-3.063869,-2.503142,0.052707,1.384038,0.187500,0.281250,1.000000,0.107422,0.284180,0.145455,0.537056,0.035634,93.000000,0.418919,22.000000,0.407407,DTMF0
